,Facility Name,City,State,HCAHPS Answer Description,County Name,HCAHPS Answer Percent,Number of Completed Surveys,StateDesc,CityName,PopulationCount,Data_Value,CityFIPS
144,ADCARE HOSPITAL OF WORCESTER INC,worcester,MA,"Patients who gave a rating of ""6"" or lower (low)",WORCESTER,0,0,MA,worcester,181045.0,16.022727272727273,2582000.0
145,ADCARE HOSPITAL OF WORCESTER INC,worcester,MA,"Patients who gave a rating of ""7"" or ""8"" (medium)",WORCESTER,0,0,MA,worcester,181045.0,16.022727272727273,2582000.0
146,ADCARE HOSPITAL OF WORCESTER INC,worcester,MA,"Patients who gave a rating of ""9"" or ""10"" (high)",WORCESTER,0,0,MA,worcester,181045.0,16.022727272727273,2582000.0
147,ST VINCENT HOSPITAL,worcester,MA,"Patients who gave a rating of ""6"" or lower (low)",WORCESTER,8,1166,MA,worcester,181045.0,16.022727272727273,2582000.0
148,ST VINCENT HOSPITAL,worcester,MA,"Patients who gave a rating of ""7"" or ""8"" (medium)",WORCESTER,22,1166,MA,worcester,181045.0,16.022727272727273,2582000.0
149,ST VINCENT HOSPITAL,worcester,MA,"Patients who gave a rating of ""9"" or ""10"" (high)",WORCESTER,70,1166,MA,worcester,181045.0,16.022727272727273,2582000.0
150,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,worcester,MA,"Patients who gave a rating of ""6"" or lower (low)",WORCESTER,8,1011,MA,worcester,181045.0,16.022727272727273,2582000.0
151,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,worcester,MA,"Patients who gave a rating of ""7"" or ""8"" (medium)",WORCESTER,23,1011,MA,worcester,181045.0,16.022727272727273,2582000.0
152,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,worcester,MA,"Patients who gave a rating of ""9"" or ""10"" (high)",WORCESTER,69,1011,MA,worcester,181045.0,16.022727272727273,2582000.0
153,ADVENTHEALTH CENTRAL TEXAS,killeen,TX,"Patients who gave a rating of ""6"" or lower (low)",BELL,11,579,TX,killeen,127921.0,15.255555555555556,4839148.0
154,ADVENTHEALTH CENTRAL TEXAS,killeen,TX,"Patients who gave a rating of ""7"" or ""8"" (medium)",BELL,21,579,TX,killeen,127921.0,15.255555555555556,4839148.0
155,ADVENTHEALTH CENTRAL TEXAS,killeen,TX,"Patients who gave a rating of ""9"" or ""10"" (high)",BELL,68,579,TX,killeen,127921.0,15.255555555555556,4839148.0
156,ADVENTHEALTH ORLANDO,orlando,FL,"Patients who gave a rating of ""6"" or lower (low)",ORANGE,7,12235,FL,orlando,238283.0,14.520512820512822,1253000.0
157,ADVENTHEALTH ORLANDO,orlando,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",ORANGE,17,12235,FL,orlando,238283.0,14.520512820512822,1253000.0
158,ADVENTHEALTH ORLANDO,orlando,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",ORANGE,76,12235,FL,orlando,238283.0,14.520512820512822,1253000.0
159,NEMOURS CHILDREN'S HOSPITAL,orlando,FL,"Patients who gave a rating of ""6"" or lower (low)",ORANGE,0,0,FL,orlando,238283.0,14.520512820512822,1253000.0
160,NEMOURS CHILDREN'S HOSPITAL,orlando,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",ORANGE,0,0,FL,orlando,238283.0,14.520512820512822,1253000.0
161,NEMOURS CHILDREN'S HOSPITAL,orlando,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",ORANGE,0,0,FL,orlando,238283.0,14.520512820512822,1253000.0
162,ORLANDO HEALTH,orlando,FL,"Patients who gave a rating of ""6"" or lower (low)",ORANGE,8,1971,FL,orlando,238283.0,14.520512820512822,1253000.0
163,ORLANDO HEALTH,orlando,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",ORANGE,16,1971,FL,orlando,238283.0,14.520512820512822,1253000.0
164,ORLANDO HEALTH,orlando,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",ORANGE,76,1971,FL,orlando,238283.0,14.520512820512822,1253000.0
165,ORLANDO VA MEDICAL CENTER,orlando,FL,"Patients who gave a rating of ""6"" or lower (low)",ORANGE,3,369,FL,orlando,238283.0,14.520512820512822,1253000.0
166,ORLANDO VA MEDICAL CENTER,orlando,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",ORANGE,11,369,FL,orlando,238283.0,14.520512820512822,1253000.0
167,ORLANDO VA MEDICAL CENTER,orlando,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",ORANGE,86,369,FL,orlando,238283.0,14.520512820512822,1253000.0
168,ADVENTHEALTH TAMPA,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,11,2568,FL,tampa,335709.0,15.433333333333337,1271000.0
169,ADVENTHEALTH TAMPA,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,21,2568,FL,tampa,335709.0,15.433333333333337,1271000.0
170,ADVENTHEALTH TAMPA,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,68,2568,FL,tampa,335709.0,15.433333333333337,1271000.0
171,FLORIDA HOSPITAL CARROLLWOOD,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,8,935,FL,tampa,335709.0,15.433333333333337,1271000.0
172,FLORIDA HOSPITAL CARROLLWOOD,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,17,935,FL,tampa,335709.0,15.433333333333337,1271000.0
173,FLORIDA HOSPITAL CARROLLWOOD,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,75,935,FL,tampa,335709.0,15.433333333333337,1271000.0
174,MEMORIAL HOSPITAL OF TAMPA,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,11,632,FL,tampa,335709.0,15.433333333333337,1271000.0
175,MEMORIAL HOSPITAL OF TAMPA,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,23,632,FL,tampa,335709.0,15.433333333333337,1271000.0
176,MEMORIAL HOSPITAL OF TAMPA,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,66,632,FL,tampa,335709.0,15.433333333333337,1271000.0
177,ST JOSEPHS HOSPITAL,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,6,6519,FL,tampa,335709.0,15.433333333333337,1271000.0
178,ST JOSEPHS HOSPITAL,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,15,6519,FL,tampa,335709.0,15.433333333333337,1271000.0
179,ST JOSEPHS HOSPITAL,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,79,6519,FL,tampa,335709.0,15.433333333333337,1271000.0
180,TAMPA GENERAL HOSPITAL,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,7,3116,FL,tampa,335709.0,15.433333333333337,1271000.0
181,TAMPA GENERAL HOSPITAL,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,15,3116,FL,tampa,335709.0,15.433333333333337,1271000.0
182,TAMPA GENERAL HOSPITAL,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,78,3116,FL,tampa,335709.0,15.433333333333337,1271000.0
183,TAMPA VA MEDICAL CENTER,tampa,FL,"Patients who gave a rating of ""6"" or lower (low)",HILLSBOROUGH,8,381,FL,tampa,335709.0,15.433333333333337,1271000.0
184,TAMPA VA MEDICAL CENTER,tampa,FL,"Patients who gave a rating of ""7"" or ""8"" (medium)",HILLSBOROUGH,21,381,FL,tampa,335709.0,15.433333333333337,1271000.0
185,TAMPA VA MEDICAL CENTER,tampa,FL,"Patients who gave a rating of ""9"" or ""10"" (high)",HILLSBOROUGH,71,381,FL,tampa,335709.0,15.433333333333337,1271000.0
186,ADVENTIST BOLINGBROOK HOSPITAL,bolingbrook,IL,"Patients who gave a rating of ""6"" or lower (low)",WILL,12,633,IL,bolingbrook,73366.0,11.870588235294116,1707133.0
187,ADVENTIST BOLINGBROOK HOSPITAL,bolingbrook,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",WILL,21,633,IL,bolingbrook,73366.0,11.870588235294116,1707133.0
188,ADVENTIST BOLINGBROOK HOSPITAL,bolingbrook,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",WILL,67,633,IL,bolingbrook,73366.0,11.870588235294116,1707133.0
189,ADVENTIST HEALTH BAKERSFIELD,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,10,663,CA,bakersfield,347483.0,14.918987341772148,603526.0
190,ADVENTIST HEALTH BAKERSFIELD,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,19,663,CA,bakersfield,347483.0,14.918987341772148,603526.0
191,ADVENTIST HEALTH BAKERSFIELD,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,71,663,CA,bakersfield,347483.0,14.918987341772148,603526.0
192,BAKERSFIELD HEART HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,5,505,CA,bakersfield,347483.0,14.918987341772148,603526.0
193,BAKERSFIELD HEART HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,18,505,CA,bakersfield,347483.0,14.918987341772148,603526.0
194,BAKERSFIELD HEART HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,77,505,CA,bakersfield,347483.0,14.918987341772148,603526.0
195,BAKERSFIELD MEMORIAL HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,7,1696,CA,bakersfield,347483.0,14.918987341772148,603526.0
196,BAKERSFIELD MEMORIAL HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,22,1696,CA,bakersfield,347483.0,14.918987341772148,603526.0
197,BAKERSFIELD MEMORIAL HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,71,1696,CA,bakersfield,347483.0,14.918987341772148,603526.0
198,GOOD SAMARITAN HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,23,84,CA,bakersfield,347483.0,14.918987341772148,603526.0
199,GOOD SAMARITAN HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,19,84,CA,bakersfield,347483.0,14.918987341772148,603526.0
200,GOOD SAMARITAN HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,58,84,CA,bakersfield,347483.0,14.918987341772148,603526.0
201,KERN MEDICAL CENTER,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,12,314,CA,bakersfield,347483.0,14.918987341772148,603526.0
202,KERN MEDICAL CENTER,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,23,314,CA,bakersfield,347483.0,14.918987341772148,603526.0
203,KERN MEDICAL CENTER,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,65,314,CA,bakersfield,347483.0,14.918987341772148,603526.0
204,MERCY HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""6"" or lower (low)",KERN,8,1155,CA,bakersfield,347483.0,14.918987341772148,603526.0
205,MERCY HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",KERN,23,1155,CA,bakersfield,347483.0,14.918987341772148,603526.0
206,MERCY HOSPITAL,bakersfield,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",KERN,69,1155,CA,bakersfield,347483.0,14.918987341772148,603526.0
207,ADVENTIST HEALTH PORTLAND,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,5,453,OR,portland,583776.0,13.615686274509809,4159000.0
208,ADVENTIST HEALTH PORTLAND,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,21,453,OR,portland,583776.0,13.615686274509809,4159000.0
209,ADVENTIST HEALTH PORTLAND,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,74,453,OR,portland,583776.0,13.615686274509809,4159000.0
210,LEGACY EMANUEL MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,5,873,OR,portland,583776.0,13.615686274509809,4159000.0
211,LEGACY EMANUEL MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,21,873,OR,portland,583776.0,13.615686274509809,4159000.0
212,LEGACY EMANUEL MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,74,873,OR,portland,583776.0,13.615686274509809,4159000.0
213,LEGACY GOOD SAMARITAN MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,5,1303,OR,portland,583776.0,13.615686274509809,4159000.0
214,LEGACY GOOD SAMARITAN MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,17,1303,OR,portland,583776.0,13.615686274509809,4159000.0
215,LEGACY GOOD SAMARITAN MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,78,1303,OR,portland,583776.0,13.615686274509809,4159000.0
216,OHSU HOSPITAL AND CLINICS,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,6,447,OR,portland,583776.0,13.615686274509809,4159000.0
217,OHSU HOSPITAL AND CLINICS,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,13,447,OR,portland,583776.0,13.615686274509809,4159000.0
218,OHSU HOSPITAL AND CLINICS,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,81,447,OR,portland,583776.0,13.615686274509809,4159000.0
219,PORTLAND VA MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,6,390,OR,portland,583776.0,13.615686274509809,4159000.0
220,PORTLAND VA MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,15,390,OR,portland,583776.0,13.615686274509809,4159000.0
221,PORTLAND VA MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,79,390,OR,portland,583776.0,13.615686274509809,4159000.0
222,PROVIDENCE PORTLAND MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,5,733,OR,portland,583776.0,13.615686274509809,4159000.0
223,PROVIDENCE PORTLAND MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,17,733,OR,portland,583776.0,13.615686274509809,4159000.0
224,PROVIDENCE PORTLAND MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,78,733,OR,portland,583776.0,13.615686274509809,4159000.0
225,PROVIDENCE ST VINCENT MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",WASHINGTON,5,870,OR,portland,583776.0,13.615686274509809,4159000.0
226,PROVIDENCE ST VINCENT MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",WASHINGTON,15,870,OR,portland,583776.0,13.615686274509809,4159000.0
227,PROVIDENCE ST VINCENT MEDICAL CENTER,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",WASHINGTON,80,870,OR,portland,583776.0,13.615686274509809,4159000.0
228,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,portland,OR,"Patients who gave a rating of ""6"" or lower (low)",MULTNOMAH,0,0,OR,portland,583776.0,13.615686274509809,4159000.0
229,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,portland,OR,"Patients who gave a rating of ""7"" or ""8"" (medium)",MULTNOMAH,0,0,OR,portland,583776.0,13.615686274509809,4159000.0
230,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,portland,OR,"Patients who gave a rating of ""9"" or ""10"" (high)",MULTNOMAH,0,0,OR,portland,583776.0,13.615686274509809,4159000.0
231,ADVENTIST HEALTH SIMI VALLEY,simi valley,CA,"Patients who gave a rating of ""6"" or lower (low)",VENTURA,8,474,CA,simi valley,124237.0,12.057692307692305,672016.0
232,ADVENTIST HEALTH SIMI VALLEY,simi valley,CA,"Patients who gave a rating of ""7"" or ""8"" (medium)",VENTURA,19,474,CA,simi valley,124237.0,12.057692307692305,672016.0
233,ADVENTIST HEALTH SIMI VALLEY,simi valley,CA,"Patients who gave a rating of ""9"" or ""10"" (high)",VENTURA,73,474,CA,simi valley,124237.0,12.057692307692305,672016.0
234,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,8,540,IL,chicago,2695598.0,13.35755667506298,1714000.0
235,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,20,540,IL,chicago,2695598.0,13.35755667506298,1714000.0
236,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,72,540,IL,chicago,2695598.0,13.35755667506298,1714000.0
237,ADVOCATE TRINITY HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,13,424,IL,chicago,2695598.0,13.35755667506298,1714000.0
238,ADVOCATE TRINITY HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,22,424,IL,chicago,2695598.0,13.35755667506298,1714000.0
239,ADVOCATE TRINITY HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,65,424,IL,chicago,2695598.0,13.35755667506298,1714000.0
240,AMITA HEALTH RESURRECTION MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,9,377,IL,chicago,2695598.0,13.35755667506298,1714000.0
241,AMITA HEALTH RESURRECTION MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,31,377,IL,chicago,2695598.0,13.35755667506298,1714000.0
242,AMITA HEALTH RESURRECTION MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,60,377,IL,chicago,2695598.0,13.35755667506298,1714000.0
243,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
244,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
245,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
246,COMMUNITY FIRST MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
247,COMMUNITY FIRST MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
248,COMMUNITY FIRST MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
249,HOLY CROSS HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,22,328,IL,chicago,2695598.0,13.35755667506298,1714000.0
250,HOLY CROSS HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,27,328,IL,chicago,2695598.0,13.35755667506298,1714000.0
251,HOLY CROSS HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,51,328,IL,chicago,2695598.0,13.35755667506298,1714000.0
252,JACKSON PARK HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,32,152,IL,chicago,2695598.0,13.35755667506298,1714000.0
253,JACKSON PARK HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,32,152,IL,chicago,2695598.0,13.35755667506298,1714000.0
254,JACKSON PARK HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,36,152,IL,chicago,2695598.0,13.35755667506298,1714000.0
255,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,8,414,IL,chicago,2695598.0,13.35755667506298,1714000.0
256,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,28,414,IL,chicago,2695598.0,13.35755667506298,1714000.0
257,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,64,414,IL,chicago,2695598.0,13.35755667506298,1714000.0
258,JOHN H STROGER JR HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,10,1293,IL,chicago,2695598.0,13.35755667506298,1714000.0
259,JOHN H STROGER JR HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,24,1293,IL,chicago,2695598.0,13.35755667506298,1714000.0
260,JOHN H STROGER JR HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,66,1293,IL,chicago,2695598.0,13.35755667506298,1714000.0
261,LARABIDA CHILDRENS HOSPITAL I,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
262,LARABIDA CHILDRENS HOSPITAL I,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
263,LARABIDA CHILDRENS HOSPITAL I,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,0,0,IL,chicago,2695598.0,13.35755667506298,1714000.0
264,LORETTO HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,13,50,IL,chicago,2695598.0,13.35755667506298,1714000.0
265,LORETTO HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,33,50,IL,chicago,2695598.0,13.35755667506298,1714000.0
266,LORETTO HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,54,50,IL,chicago,2695598.0,13.35755667506298,1714000.0
267,LOUIS A WEISS MEMORIAL HOSPITAL,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,16,286,IL,chicago,2695598.0,13.35755667506298,1714000.0
268,LOUIS A WEISS MEMORIAL HOSPITAL,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,23,286,IL,chicago,2695598.0,13.35755667506298,1714000.0
269,LOUIS A WEISS MEMORIAL HOSPITAL,chicago,IL,"Patients who gave a rating of ""9"" or ""10"" (high)",COOK,61,286,IL,chicago,2695598.0,13.35755667506298,1714000.0
270,MERCY HOSPITAL AND MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""6"" or lower (low)",COOK,16,736,IL,chicago,2695598.0,13.35755667506298,1714000.0
271,MERCY HOSPITAL AND MEDICAL CENTER,chicago,IL,"Patients who gave a rating of ""7"" or ""8"" (medium)",COOK,27,736,IL,chicago,2695598.0,13.35755667506298,1714000.0
